Test unit,R5
Reference,Mazzon (2010)
-4.44,-122.9,-0.31
-4.45,-122.9,-0.311
-4.46,-122.9,-0.312
-4.47,-123,-0.313
-4.49,-123.2,-0.314
-4.5,-123.1,-0.315
-4.51,-122.8,-0.315
-4.51,-122.7,-0.315
-4.5,-122.5,-0.314
-4.51,-122.2,-0.315
-4.52,-122.2,-0.316
-4.53,-122.6,-0.317
-4.54,-122.6,-0.317
-4.54,-122.4,-0.318
-4.54,-122.2,-0.317
-4.54,-122,-0.317
-4.54,-121.4,-0.317
-4.55,-120.6,-0.318
-4.55,-119.5,-0.318
-4.55,-118.6,-0.318
-4.54,-117.6,-0.317
-4.54,-116.9,-0.317
-4.53,-116.2,-0.316
-4.51,-115.8,-0.315
-4.49,-115.8,-0.313
-4.47,-115.8,-0.313
-4.48,-115.6,-0.313
-4.47,-115.1,-0.313
-4.46,-114.4,-0.311
-4.43,-113.8,-0.31
-4.41,-113.7,-0.308
-4.4,-113.5,-0.307
-4.38,-113,-0.306
-4.36,-112.3,-0.304
-4.33,-111.8,-0.303
-4.31,-111.5,-0.301
-4.29,-111,-0.3
-4.27,-110.5,-0.298
-4.24,-109.7,-0.296
-4.2,-109,-0.294
-4.17,-108.5,-0.292
-4.13,-108,-0.288
-4.1,-107.4,-0.287
-4.08,-106.9,-0.285
-4.06,-106.2,-0.284
-4.03,-105.3,-0.281
-4,-104.6,-0.279
-3.96,-103.9,-0.277
-3.92,-103.1,-0.274
-3.89,-102.1,-0.272
-3.85,-101.3,-0.269
-3.81,-100.7,-0.266
-3.78,-100.1,-0.264
-3.75,-99.3,-0.262
-3.71,-98.2,-0.259
-3.67,-97,-0.256
-3.64,-96,-0.254
-3.59,-95.3,-0.251
-3.54,-94.4,-0.248
-3.51,-93.1,-0.245
-3.46,-91.8,-0.242
-3.42,-90.7,-0.239
-3.38,-89.8,-0.236
-3.34,-88.9,-0.233
-3.29,-87.7,-0.23
-3.24,-86.3,-0.226
-3.19,-84.9,-0.223
-3.14,-83.7,-0.219
-3.09,-82.4,-0.216
-3.03,-81,-0.212
-2.98,-79.8,-0.209
-2.94,-78.5,-0.205
-2.89,-77.1,-0.202
-2.84,-75.6,-0.198
-2.77,-74.1,-0.194
-2.72,-72.6,-0.19
-2.68,-71.2,-0.187
-2.64,-69.8,-0.184
-2.59,-68.2,-0.181
-2.53,-66.3,-0.177
-2.47,-64.7,-0.172
-2.41,-63.1,-0.168
-2.36,-61.5,-0.165
-2.3,-59.8,-0.161
-2.24,-57.9,-0.156
-2.18,-55.9,-0.152
-2.12,-53.9,-0.148
-2.05,-51.9,-0.144
-1.99,-49.8,-0.139
-1.93,-47.7,-0.135
-1.86,-45.7,-0.13
-1.79,-43.5,-0.125
-1.74,-41.3,-0.121
-1.68,-39.2,-0.118
-1.62,-37.1,-0.113
-1.55,-34.7,-0.108
-1.48,-32.3,-0.104
-1.42,-29.8,-0.099
-1.36,-27.6,-0.095
-1.29,-25.2,-0.09
-1.21,-22.6,-0.085
-1.14,-20.1,-0.079
-1.07,-17.5,-0.075
-1,-15,-0.07
-0.94,-12.5,-0.066
-0.87,-10.1,-0.061
-0.8,-7.5,-0.056
-0.72,-5,-0.05
-0.65,-2.5,-0.045
-0.6,-0.5,-0.042
-0.56,0.6,-0.039
-0.53,1.2,-0.037
-0.51,1.7,-0.036
-0.48,3.1,-0.033
-0.38,7.3,-0.026
-0.23,12.8,-0.016
-0.08,17.7,-0.005
0.05,21.7,0.004
0.12,23,0.008
0.15,23.6,0.011
0.2,25.2,0.014
0.27,28.1,0.019
0.36,31.1,0.025
0.45,33.5,0.032
0.53,35.3,0.037
0.59,36.9,0.041
0.65,38.9,0.045
0.72,41.1,0.05
0.8,43.6,0.056
0.88,45.6,0.061
0.95,47.4,0.066
1.02,49.1,0.071
1.09,50.7,0.076
1.16,52.5,0.081
1.23,54.5,0.086
1.31,56.2,0.092
1.38,57.6,0.096
1.44,59,0.101
1.51,60.7,0.106
1.59,62.4,0.111
1.67,63.9,0.117
1.75,65.2,0.122
1.81,66.6,0.127
1.88,68.1,0.131
1.94,69.4,0.135
2,70.7,0.14
2.07,72.2,0.144
2.13,73.3,0.149
2.19,74.5,0.153
2.26,75.9,0.158
2.33,77.3,0.163
2.39,78.7,0.167
2.45,79.8,0.172
2.51,80.8,0.176
2.57,81.9,0.18
2.63,83,0.184
2.69,84,0.188
2.76,85.2,0.193
2.82,86.3,0.197
2.87,87.3,0.201
2.92,88.3,0.204
2.98,89.3,0.208
3.03,90.3,0.212
3.08,91.2,0.215
3.13,91.8,0.219
3.18,92.8,0.223
3.24,93.8,0.227
3.29,94.6,0.23
3.34,95.3,0.234
3.39,95.9,0.237
3.44,96.8,0.24
3.49,97.6,0.244
3.54,98.5,0.247
3.58,99.1,0.25
3.64,99.6,0.254
3.68,100.2,0.257
3.72,101,0.26
3.76,101.8,0.263
3.8,102.4,0.266
3.84,102.7,0.268
3.88,103.2,0.271
3.92,103.8,0.274
3.96,104.2,0.277
4,104.5,0.279
4.04,104.8,0.282
4.06,105,0.284
4.09,105.3,0.286
4.13,106,0.288
4.17,106.4,0.291
4.2,106.4,0.293
4.22,106.6,0.295
4.27,107,0.298
4.29,107.5,0.3
4.32,107.6,0.302
4.33,107.4,0.303
4.35,107.6,0.304
4.37,107.9,0.305
4.4,108.2,0.307
4.42,108.4,0.309
4.44,108.4,0.31
4.46,108.4,0.311
4.47,108.5,0.313
4.49,108.7,0.314
4.51,108.9,0.315
4.52,109,0.316
4.53,108.7,0.317
4.54,108.6,0.318
4.56,108.5,0.319
4.58,108.7,0.32
4.58,108.9,0.32
4.58,108.9,0.32
4.59,108.8,0.32
4.59,108.7,0.321
4.59,108.6,0.321
4.6,108.3,0.321
4.6,107.8,0.322
4.6,107,0.322
4.6,106.5,0.322
4.6,106.1,0.322
4.6,105.5,0.322
4.6,104.6,0.322
4.6,103.4,0.322
4.59,102.5,0.321
4.58,101.4,0.32
4.58,100.6,0.32
4.56,100.1,0.319
4.54,99.6,0.317
4.53,99.1,0.316
4.51,98.8,0.315
4.5,98.2,0.314
4.48,97.4,0.313
4.46,96.7,0.312
4.44,96.2,0.31
4.42,95.8,0.309
4.4,95.2,0.308
4.38,94.4,0.306
4.35,93.5,0.304
4.33,93,0.303
4.31,92.5,0.301
4.29,91.6,0.299
4.26,90.6,0.298
4.24,89.9,0.296
4.2,89.3,0.294
4.17,88.6,0.291
4.13,87.7,0.289
4.1,86.7,0.286
4.06,85.7,0.284
4.03,84.9,0.282
4,83.9,0.279
3.96,83,0.277
3.92,82,0.274
3.88,80.7,0.271
3.84,79.9,0.268
3.8,79.1,0.266
3.77,78.2,0.263
3.72,76.9,0.26
3.68,75.5,0.257
3.64,74.2,0.254
3.6,73.2,0.251
3.55,72.3,0.248
3.51,71.4,0.245
3.46,69.8,0.241
3.4,68.2,0.237
3.34,67,0.233
3.3,66.1,0.231
3.26,65,0.228
3.2,63.4,0.224
3.14,61.9,0.22
3.09,60.7,0.216
3.04,59.5,0.212
2.98,58.1,0.208
2.92,56.5,0.204
2.86,54.9,0.2
2.8,53.3,0.196
2.76,52.1,0.193
2.7,50.8,0.189
2.63,49.4,0.184
2.57,47.7,0.18
2.5,46,0.175
2.44,44.1,0.17
2.38,42.4,0.166
2.32,40.8,0.162
2.26,39.2,0.158
2.19,37.4,0.153
2.12,35.5,0.148
2.06,33.7,0.144
1.99,31.9,0.139
1.93,30.1,0.135
1.86,28.2,0.13
1.79,26.2,0.125
1.73,24.2,0.121
1.67,22.2,0.117
1.59,20.2,0.111
1.52,18.2,0.106
1.45,16,0.101
1.38,13.8,0.096
1.31,11.8,0.092
1.25,10,0.088
1.19,8.2,0.083
1.13,5.9,0.079
1.06,3.4,0.074
1,1.5,0.07
0.94,0.3,0.066
0.91,-0.3,0.064
0.89,-0.7,0.062
0.86,-1.7,0.06
0.77,-5.8,0.054
0.63,-11.8,0.044
0.46,-17.6,0.032
0.33,-20.9,0.023
0.27,-22,0.019
0.23,-23.2,0.016
0.17,-25.2,0.012
0.11,-28.2,0.008
0.02,-31.4,0.002
-0.06,-34.3,-0.004
-0.13,-36.5,-0.009
-0.2,-38.4,-0.014
-0.26,-40.6,-0.018
-0.32,-43.1,-0.023
-0.4,-45.7,-0.028
-0.47,-48.3,-0.033
-0.55,-50.8,-0.039
-0.62,-52.9,-0.044
-0.68,-54.7,-0.048
-0.76,-56.7,-0.053
-0.84,-59.1,-0.059
-0.91,-61.3,-0.063
-0.98,-63.4,-0.068
-1.05,-65.1,-0.073
-1.11,-66.9,-0.078
-1.18,-68.9,-0.082
-1.25,-71.1,-0.087
-1.32,-73,-0.092
-1.38,-74.5,-0.096
-1.43,-75.9,-0.1
-1.5,-77.7,-0.105
-1.57,-79.7,-0.11
-1.64,-81.2,-0.114
-1.7,-82.6,-0.119
-1.75,-84.1,-0.122
-1.81,-85.7,-0.126
-1.88,-87.1,-0.132
-1.95,-88.4,-0.136
-2.02,-89.7,-0.141
-2.08,-91,-0.146
-2.14,-92.1,-0.15
-2.2,-93.5,-0.154
-2.26,-94.8,-0.158
-2.31,-95.9,-0.162
-2.37,-96.9,-0.165
-2.42,-98,-0.169
-2.48,-99.2,-0.173
-2.54,-100.2,-0.178
-2.59,-101,-0.181
-2.64,-101.9,-0.184
-2.68,-102.8,-0.187
-2.72,-103.8,-0.19
-2.78,-104.7,-0.194
-2.84,-105.4,-0.198
-2.9,-106.2,-0.203
-2.96,-107,-0.207
-3.02,-107.7,-0.211
-3.07,-108.4,-0.215
-3.12,-109,-0.218
-3.17,-109.6,-0.222
-3.22,-110.3,-0.225
-3.27,-110.9,-0.228
-3.32,-111.6,-0.232
-3.36,-112.2,-0.235
-3.4,-112.6,-0.238
-3.44,-113,-0.24
-3.48,-113.7,-0.243
-3.51,-114.7,-0.245
-3.55,-115.4,-0.248
-3.6,-115.7,-0.252
-3.65,-115.7,-0.255
-3.69,-116.1,-0.258
-3.73,-116.6,-0.261
-3.77,-117.1,-0.264
-3.81,-117.2,-0.266
-3.84,-117.5,-0.269
-3.88,-117.8,-0.271
-3.92,-118.3,-0.274
-3.96,-118.7,-0.277
-3.99,-118.8,-0.279
-4.02,-118.9,-0.281
-4.05,-119.1,-0.283
-4.08,-119.4,-0.285
-4.11,-119.6,-0.287
-4.13,-119.8,-0.288
-4.15,-120.1,-0.29
-4.19,-120.4,-0.293
-4.23,-120.7,-0.296
-4.26,-120.9,-0.298
-4.29,-120.9,-0.3
-4.31,-120.9,-0.301
-4.33,-120.9,-0.302
-4.34,-121,-0.304
-4.36,-121.3,-0.305
-4.39,-121.7,-0.307
-4.41,-122,-0.308
-4.43,-121.8,-0.309
-4.44,-121.6,-0.31
-4.46,-121.7,-0.311
-4.47,-121.9,-0.313
-4.48,-121.8,-0.313
-4.47,-121.5,-0.313
-4.49,-121.7,-0.314
-4.51,-122.1,-0.315
-4.53,-122.1,-0.316
-4.54,-121.9,-0.317
-4.54,-121.6,-0.318
-4.54,-121.4,-0.318
-4.55,-121.5,-0.318
-4.56,-121.9,-0.318
-4.56,-121.9,-0.319
-4.57,-121.6,-0.319
-4.57,-121.1,-0.319
-4.57,-120.3,-0.319
-4.57,-119.4,-0.319
-4.57,-118.8,-0.319
-4.57,-118.3,-0.319
-4.56,-117.7,-0.318
-4.54,-117,-0.317
-4.55,-116.2,-0.318
-4.54,-115.3,-0.317
-4.52,-114.8,-0.316
-4.51,-114.9,-0.315
-4.5,-114.7,-0.315
-4.49,-114.5,-0.314
-4.48,-114.2,-0.313
-4.47,-113.8,-0.312
-4.45,-113.1,-0.311
-4.43,-112.7,-0.309
-4.41,-112.4,-0.308
-4.39,-111.9,-0.307
-4.37,-111.5,-0.305
-4.35,-110.9,-0.304
-4.33,-110.6,-0.302
-4.29,-110.2,-0.3
-4.27,-109.7,-0.298
-4.25,-108.8,-0.297
-4.22,-107.9,-0.295
-4.19,-107.6,-0.293
-4.17,-107.2,-0.291
-4.14,-106.6,-0.29
-4.11,-105.7,-0.287
-4.08,-104.8,-0.285
-4.05,-104.3,-0.283
-4.02,-103.6,-0.281
-3.98,-102.7,-0.278
-3.95,-102,-0.276
-3.91,-101.3,-0.273
-3.88,-100.7,-0.271
-3.85,-99.7,-0.269
-3.82,-98.8,-0.267
-3.77,-97.8,-0.263
-3.73,-96.8,-0.261
-3.7,-95.8,-0.258
-3.67,-94.8,-0.256
-3.63,-94,-0.254
-3.59,-93.1,-0.251
-3.55,-92,-0.248
-3.5,-90.7,-0.244
-3.45,-89.4,-0.241
-3.4,-88.4,-0.237
-3.35,-87.5,-0.234
-3.31,-86.5,-0.231
-3.26,-85.1,-0.228
-3.2,-83.5,-0.224
-3.15,-82.3,-0.22
-3.11,-81.1,-0.217
-3.06,-79.8,-0.214
-3.01,-78.6,-0.21
-2.96,-77.3,-0.207
-2.92,-75.8,-0.204
-2.87,-74.1,-0.2
-2.81,-72.6,-0.197
-2.77,-71.4,-0.194
-2.72,-70.1,-0.19
-2.68,-68.6,-0.187
-2.62,-66.7,-0.183
-2.56,-64.7,-0.179
-2.5,-62.9,-0.174
-2.44,-61.3,-0.17
-2.38,-59.8,-0.167
-2.33,-58.2,-0.163
-2.27,-56.3,-0.158
-2.2,-54.2,-0.154
-2.12,-52.3,-0.148
-2.06,-50.2,-0.144
-2.01,-48.1,-0.141
-1.95,-46,-0.137
-1.9,-43.9,-0.133
-1.84,-41.7,-0.128
-1.77,-39.4,-0.123
-1.7,-37.4,-0.119
-1.64,-35.2,-0.115
-1.58,-33,-0.11
-1.51,-30.8,-0.106
-1.44,-28.5,-0.101
-1.37,-26.1,-0.096
-1.3,-23.7,-0.091
-1.23,-21.2,-0.086
-1.16,-18.5,-0.081
-1.08,-15.9,-0.075
-0.99,-13.4,-0.069
-0.93,-11.2,-0.065
-0.87,-8.7,-0.061
-0.81,-6.4,-0.057
-0.75,-4.2,-0.052
-0.68,-1.9,-0.048
-0.63,-0.1,-0.044
-0.59,0.8,-0.041
-0.56,1.3,-0.039
-0.54,1.9,-0.038
-0.48,4.2,-0.034
-0.36,8.9,-0.025
-0.21,14.2,-0.014
-0.06,18.5,-0.004
0.05,21.5,0.004
0.1,22.4,0.007
0.14,23.1,0.01
0.21,25.3,0.014
0.28,28.2,0.02
0.36,30.9,0.025
0.44,33.1,0.031
0.51,34.9,0.036
0.57,36.5,0.04
0.64,38.4,0.045
0.71,40.4,0.05
0.78,42.5,0.055
0.86,44.7,0.06
0.94,46.5,0.065
1.01,48.2,0.071
1.08,49.9,0.076
1.15,51.5,0.08
1.22,53.2,0.085
1.29,54.9,0.09
1.38,56.6,0.096
1.45,58.1,0.101
1.51,59.4,0.106
1.58,60.9,0.11
1.65,62.5,0.115
1.72,64,0.12
1.79,65.2,0.125
1.85,66.6,0.13
1.93,67.9,0.135
1.99,69.3,0.139
2.05,70.4,0.143
2.12,71.7,0.148
2.18,73.1,0.152
2.25,74.4,0.157
2.32,75.8,0.162
2.38,76.9,0.166
2.44,78,0.171
2.52,79.1,0.176
2.57,80.3,0.18
2.63,81.4,0.184
2.68,82.5,0.188
2.74,83.6,0.191
2.8,84.7,0.195
2.86,85.8,0.2
2.91,86.9,0.204
2.97,87.5,0.207
3.02,88.4,0.211
3.08,89.5,0.215
3.13,90.6,0.219
3.19,91.4,0.223
3.24,92.2,0.226
3.29,93.1,0.23
3.34,93.7,0.234
3.4,94.4,0.238
3.45,95.2,0.241
3.5,96.2,0.244
3.54,97.1,0.248
3.58,97.5,0.25
3.62,98,0.253
3.66,98.7,0.256
3.71,99.5,0.259
3.76,100.2,0.262
3.8,100.9,0.266
3.84,101.3,0.269
3.88,101.7,0.271
3.92,102.5,0.274
3.97,103.1,0.277
4,103.3,0.28
4.03,103.6,0.282
4.07,104,0.284
4.11,104.4,0.288
4.15,105,0.29
4.18,105.4,0.292
4.2,105.5,0.294
4.22,105.5,0.295
4.25,105.9,0.297
4.28,106.5,0.299
4.32,106.9,0.302
4.35,106.8,0.304
4.36,106.6,0.305
4.38,106.8,0.306
4.4,107.4,0.308
4.43,107.6,0.31
4.46,107.6,0.311
4.47,107.6,0.312
4.48,107.8,0.313
4.51,107.9,0.315
4.53,108,0.317
4.54,107.9,0.317
4.54,107.9,0.317
4.56,108.3,0.318
4.57,108.2,0.319
4.57,108.1,0.32
4.58,107.9,0.32
4.59,107.7,0.321
4.59,107.7,0.321
4.6,107.8,0.321
4.61,108,0.322
4.61,107.8,0.322
4.61,107.6,0.322
4.61,107.5,0.322
4.61,107.2,0.322
4.61,106.4,0.322
4.63,105.6,0.323
4.63,104.6,0.323
4.62,103.5,0.323
4.61,102.1,0.322
4.59,100.9,0.321
4.58,100,0.32
4.56,99.3,0.319
4.55,98.8,0.318
4.54,98.2,0.317
4.53,97.8,0.316
4.51,97.4,0.315
4.5,97.1,0.315
4.49,96.6,0.314
4.47,95.7,0.312
4.44,94.8,0.31
4.42,94.3,0.309
4.4,93.8,0.308
4.39,93.1,0.307
4.36,92.4,0.305
4.33,91.7,0.303
4.3,90.8,0.3
4.27,90.1,0.298
4.24,89.5,0.296
4.21,88.9,0.295
4.18,88,0.292
4.15,87,0.29
4.11,85.9,0.287
4.08,85.1,0.285
4.05,84.5,0.283
4.01,83.6,0.28
3.98,82.7,0.278
3.95,82,0.276
3.91,80.7,0.273
3.86,78.9,0.27
3.81,77.7,0.266
3.76,77.1,0.263
3.73,76.5,0.261
3.7,75.6,0.258
3.66,74.4,0.256
3.61,73.1,0.252
3.55,71.5,0.248
3.5,70.5,0.245
3.46,69.7,0.242
3.43,68.7,0.239
3.37,66.9,0.235
3.3,65.3,0.231
3.25,64.2,0.227
3.22,63.6,0.225
3.18,62.6,0.222
3.13,60.9,0.218
3.07,59.1,0.214
3,57.6,0.21
2.93,56.3,0.205
2.87,55,0.201
2.81,53.5,0.197
2.75,51.7,0.192
2.69,50.2,0.188
2.63,49,0.184
2.58,48.1,0.181
2.54,46.9,0.177
2.48,45.2,0.173
2.41,43,0.168
2.33,40.9,0.163
2.26,39.3,0.158
2.2,37.8,0.153
2.14,36.4,0.149
2.09,34.9,0.146
2.03,32.9,0.142
1.95,30.6,0.136
1.87,28.7,0.131
1.81,27.3,0.126
1.75,25.6,0.122
1.68,23.5,0.117
1.61,21.4,0.113
1.55,19.3,0.108
1.47,16.9,0.103
1.4,14.9,0.098
1.33,13.1,0.093
1.26,11.3,0.088
1.2,9.6,0.084
1.15,7.9,0.08
1.08,5.5,0.075
1.01,3.2,0.07
0.95,1.3,0.067
0.91,0.1,0.064
0.87,-0.3,0.061
0.84,-0.7,0.059
0.81,-1.7,0.057
0.72,-5.7,0.05
0.56,-11.6,0.039
0.39,-17.4,0.027
0.27,-20.6,0.019
0.21,-21.9,0.015
0.17,-23,0.012
0.13,-25,0.009
0.05,-27.9,0.004
-0.03,-30.9,-0.002
-0.11,-33.6,-0.008
-0.18,-35.8,-0.013
-0.24,-37.7,-0.017
-0.29,-39.9,-0.021
-0.37,-42.4,-0.026
-0.45,-44.9,-0.032
-0.53,-47.3,-0.037
-0.62,-49.7,-0.043
-0.69,-51.8,-0.048
-0.76,-53.8,-0.053
-0.83,-55.8,-0.058
-0.9,-58,-0.063
-0.98,-60.2,-0.068
-1.05,-62.3,-0.073
-1.1,-64,-0.077
-1.17,-66,-0.082
-1.24,-68,-0.087
-1.31,-70,-0.092
-1.38,-71.6,-0.096
-1.43,-73.2,-0.1
-1.48,-74.9,-0.104
-1.56,-76.7,-0.109
-1.63,-78.3,-0.114
-1.7,-79.9,-0.119
-1.76,-81.4,-0.123
-1.83,-82.9,-0.128
-1.89,-84.4,-0.132
-1.96,-85.8,-0.137
-2.02,-87.3,-0.141
-2.08,-88.7,-0.146
-2.14,-90,-0.15
-2.2,-91.1,-0.154
-2.26,-92.4,-0.158
-2.31,-93.6,-0.162
-2.37,-94.7,-0.166
-2.42,-95.8,-0.169
-2.47,-96.9,-0.172
-2.52,-97.8,-0.176
-2.58,-98.7,-0.18
-2.64,-99.8,-0.185
-2.7,-100.8,-0.189
-2.75,-101.7,-0.192
-2.8,-102.6,-0.196
-2.85,-103.5,-0.199
-2.9,-104.4,-0.203
-2.96,-105.2,-0.207
-3.02,-105.8,-0.211
-3.06,-106.5,-0.214
-3.12,-107.2,-0.218
-3.17,-108,-0.221
-3.22,-108.7,-0.225
-3.27,-109.4,-0.229
-3.32,-109.8,-0.232
-3.35,-110.4,-0.234
-3.39,-111.1,-0.237
-3.45,-111.7,-0.241
-3.5,-112.4,-0.244
-3.55,-113.1,-0.248
-3.59,-113.6,-0.251
-3.63,-113.9,-0.254
-3.66,-114.2,-0.256
-3.7,-114.7,-0.258
-3.74,-115.1,-0.261
-3.78,-115.4,-0.264
-3.81,-115.7,-0.266
-3.85,-116.1,-0.269
-3.89,-116.5,-0.272
-3.92,-117.1,-0.274
-3.96,-117.5,-0.277
-3.99,-117.9,-0.279
-4.01,-118,-0.28
-4.05,-118,-0.283
-4.09,-118.3,-0.285
-4.12,-118.6,-0.288
-4.15,-118.8,-0.29
-4.18,-119,-0.292
-4.21,-119.4,-0.294
-4.23,-119.6,-0.296
-4.26,-119.8,-0.298
-4.28,-119.9,-0.299
-4.31,-120.1,-0.301
-4.33,-120,-0.302
-4.34,-120,-0.304
-4.36,-120.1,-0.305
-4.39,-120.7,-0.306
-4.41,-121.1,-0.308
-4.42,-121.1,-0.309
-4.43,-120.9,-0.31
-4.45,-120.7,-0.311
-4.47,-120.8,-0.312
-4.48,-120.9,-0.313
-4.5,-121,-0.315
-4.51,-121.1,-0.315
-4.52,-120.9,-0.316
-4.53,-120.8,-0.316
-4.54,-120.9,-0.317
-4.55,-121.1,-0.318
-4.56,-120.9,-0.318
-4.56,-120.6,-0.319
-4.56,-120.6,-0.319
-4.57,-120.5,-0.319
-4.57,-120.2,-0.319
-4.56,-119.6,-0.319
-4.55,-119.3,-0.318
-4.56,-118.9,-0.319
-4.57,-118.4,-0.319
-4.57,-117.8,-0.319
-4.58,-117.1,-0.32
-4.57,-116.2,-0.32
-4.57,-115.3,-0.319
-4.56,-114.5,-0.319
-4.54,-113.8,-0.317
-4.52,-113.8,-0.316
-4.51,-113.8,-0.315
-4.51,-113.6,-0.315
-4.49,-113,-0.314
-4.48,-112.5,-0.313
-4.46,-112.1,-0.312
-4.44,-111.7,-0.31
-4.41,-111.3,-0.308
-4.39,-110.8,-0.307
-4.38,-110.3,-0.306
-4.36,-109.8,-0.305
-4.34,-109.4,-0.304
-4.33,-108.9,-0.302
-4.3,-108.4,-0.301
-4.28,-107.7,-0.299
-4.25,-106.9,-0.297
-4.22,-106.2,-0.295
-4.19,-106,-0.293
-4.17,-105.5,-0.291
-4.14,-104.7,-0.289
-4.1,-103.7,-0.287
-4.07,-102.9,-0.284
-4.04,-102.4,-0.282
-4.01,-101.6,-0.281
-3.97,-100.9,-0.277
-3.94,-100.2,-0.275
-3.92,-99.5,-0.274
-3.88,-98.4,-0.271
-3.85,-97.3,-0.269
-3.81,-96.4,-0.266
-3.77,-95.6,-0.264
-3.73,-94.7,-0.261
-3.69,-93.7,-0.258
-3.65,-92.7,-0.255
-3.61,-91.6,-0.252
-3.57,-90.6,-0.249
-3.52,-89.5,-0.246
-3.47,-88.1,-0.242
-3.41,-86.9,-0.239
-3.37,-86,-0.235
-3.31,-85,-0.232
-3.26,-83.8,-0.228
-3.22,-82.4,-0.225
-3.19,-81.1,-0.223
-3.15,-79.8,-0.22
-3.1,-78.3,-0.217
-3.05,-76.8,-0.213
-3,-75.5,-0.21
-2.95,-74.2,-0.206
-2.9,-72.8,-0.203
-2.85,-71.2,-0.199
-2.79,-69.7,-0.195
-2.74,-68.3,-0.192
-2.69,-66.9,-0.188
-2.65,-65.3,-0.185
-2.59,-63.5,-0.181
-2.53,-61.7,-0.177
-2.46,-59.9,-0.172
-2.39,-58.1,-0.167
-2.34,-56.3,-0.164
-2.29,-54.5,-0.16
-2.23,-52.7,-0.156
-2.17,-50.7,-0.152
-2.11,-48.6,-0.147
-2.05,-46.5,-0.143
-1.98,-44.4,-0.139
-1.92,-42.4,-0.134
-1.85,-40.3,-0.13
-1.79,-37.9,-0.125
-1.73,-35.7,-0.121
-1.67,-33.6,-0.117
-1.6,-31.5,-0.112
-1.53,-29.1,-0.107
-1.45,-26.7,-0.102
-1.37,-24.4,-0.096
-1.3,-22.1,-0.091
-1.24,-19.6,-0.087
-1.18,-17.2,-0.082
-1.11,-14.8,-0.078
-1.04,-12.2,-0.072
-0.96,-9.8,-0.067
-0.89,-7.5,-0.062
-0.82,-5.2,-0.057
-0.75,-3,-0.053
-0.7,-1,-0.049
-0.65,0.3,-0.045
-0.62,1,-0.043
-0.59,1.4,-0.041
-0.56,2.4,-0.039
-0.48,5.9,-0.033
-0.33,10.9,-0.023
-0.17,15.7,-0.012
-0.03,19.8,-0.002
0.07,22.5,0.005
0.12,23.7,0.008
0.17,25.2,0.012
0.25,28,0.017
0.36,31.3,0.025
0.46,34,0.032
0.55,36.2,0.039
0.63,38.1,0.044
0.71,40.3,0.049
0.79,42.7,0.056
0.89,45.1,0.062
0.98,47.2,0.068
1.07,49.3,0.075
1.15,51.1,0.08
1.25,53.2,0.087
1.34,55.3,0.093
1.42,57.1,0.099
1.5,58.8,0.105
1.58,60.5,0.11
1.67,62.5,0.117
1.76,64.3,0.123
1.84,65.8,0.129
1.92,67.1,0.134
2,68.9,0.14
2.09,70.6,0.146
2.17,72.2,0.152
2.25,73.7,0.157
2.33,75.3,0.163
2.41,76.8,0.169
2.49,78.3,0.174
2.58,79.9,0.18
2.67,81.3,0.187
2.74,82.6,0.191
2.8,84,0.196
2.87,85.3,0.201
2.95,86.6,0.206
3.02,88.1,0.211
3.1,89.3,0.217
3.18,90.3,0.222
3.24,91.3,0.227
3.31,92.5,0.231
3.38,93.9,0.236
3.46,95.2,0.242
3.53,96.2,0.247
3.6,97.2,0.252
3.67,98.2,0.256
3.73,99.1,0.261
3.81,100.2,0.266
3.88,101.3,0.271
3.94,102.1,0.275
3.99,102.7,0.279
4.05,103.4,0.283
4.11,104.3,0.287
4.17,105.2,0.292
4.24,105.9,0.296
4.29,106.3,0.3
4.35,106.8,0.304
4.41,107.5,0.308
4.46,108.2,0.312
4.52,108.7,0.316
4.57,109.1,0.32
4.62,109.5,0.323
4.67,109.9,0.327
4.73,110.4,0.33
4.79,110.7,0.335
4.83,111,0.338
4.86,111.3,0.34
4.9,111.7,0.343
4.94,112,0.346
4.99,112.5,0.349
5.04,112.6,0.352
5.07,112.5,0.354
5.1,112.5,0.356
5.13,113,0.359
5.18,113.4,0.362
5.22,113.4,0.365
5.25,113.2,0.367
5.27,113.3,0.368
5.3,113.7,0.37
5.34,113.9,0.373
5.36,113.7,0.375
5.4,113.8,0.377
5.42,113.9,0.378
5.43,114.1,0.38
5.46,114.1,0.381
5.47,113.9,0.382
5.49,113.9,0.383
5.5,113.8,0.385
5.52,114,0.386
5.54,114.2,0.387
5.56,114.2,0.388
5.57,113.9,0.389
5.57,113.7,0.39
5.58,113.6,0.39
5.58,113.5,0.39
5.59,113.5,0.391
5.6,113.5,0.391
5.61,113.4,0.392
5.62,113.3,0.393
5.62,113.1,0.393
5.61,113,0.392
5.61,112.7,0.392
5.61,111.6,0.392
5.61,110.3,0.392
5.62,109,0.392
5.6,107.6,0.392
5.58,106.6,0.39
5.57,106,0.389
5.56,105.6,0.389
5.55,105.1,0.388
5.53,104.6,0.387
5.52,104,0.385
5.49,103.4,0.384
5.48,103.2,0.383
5.48,102.6,0.383
5.45,101.7,0.381
5.41,100.9,0.378
5.38,100.4,0.376
5.36,100,0.374
5.33,99.3,0.372
5.3,98.4,0.37
5.27,97.7,0.368
5.23,96.9,0.366
5.2,96.2,0.364
